"Sport","Name","Height","Weight","Age"
"Diving","Vctor Hugo Ortega Serna",172,67,28
"Golf","Mara Jos ""Marajo"" Uribe Durn",168,65,26
"Gymnastics","Catalina Elena Escobar Gmez",156,50,25
"Athletics","Sandra Lorena Arenas Campuzano",160,50,22
"Athletics","Mauricio Alexander Ortega Girn",180,90,21
"Athletics","Luis Fernando Lpez Erazo",166,60,37
"Boxing","Ceiber David vila Segura",162,49,27
"Athletics","Evelin Rivera Blanquet",157,54,18
"Cycling","Juliana Gaviria Rendn",165,58,25
"Football","Felipe Aguilar Mendoza",191,72,23
"Athletics","Diego Armando Palomeque Echevarra",176,67,22
"Athletics","Sandra Viviana Galvis Gmez",160,46,30
"Tennis","Robert Charbel Farah Maksoud",190,92,29
"Athletics","Evelis Jazmin Aguilar Torres",173,64,23
"Football","Miguel ngel Borja Hernndez",182,74,23
"Rugby Sevens","Khaterinne Paola Medina Rodrguez",162,60,23
"Swimming","Jonathan David Gmez Noriega",178,78,20
"Tennis","Mariana Duque Mario",169,61,26
"Football","Mildrey Carolina Pineda Echeverra",164,52,26
"Gymnastics","Catalina Elena Escobar Gmez",156,50,25
"Cycling","Johan Esteban Chaves Rubio",164,54,26
"Taekwondo","Doris Esmid Patio Marn",165,56,30
"Football","Carolina Arias Vidal",159,52,25
"Wrestling","Andrea Carolina Olaya Gutirrez",176,75,21
"Athletics","Diego Armando Palomeque Echevarra",176,67,22
"Cycling","Rigoberto Urn Urn",171,53,29
"Swimming","Soule Soilihi Athoumane",180,75,25
"Athletics","Maoulida Daroueche",177,60,26
"Athletics","Denika Kassim",157,45,18
"Swimming","Nazlati Mohamed Andhumdine",160,62,18
"Taekwondo","Maria Andrade Teixeira",169,49,23
"Rhythmic Gymnastics","Elyane Eullia Alfama Duarte Freire de Andrade Boal",170,58,18
"Athletics","Jordin Andrade",183,77,24
"Athletics","Lidiane Lopes",178,70,21
"Cycling","Andrey Fonseca Urea",168,56,23
"Triathlon","Leonardo Chacn Corrales",179,65,32
"Beach Volleyball","Karen Charles (Cope-)",173,60,30
"Beach Volleyball","Natalia Alfaro Paniagua",165,59,29
"Athletics","Roberto Sawyers Furtado",182,111,29
"Athletics","Sharolyn Shantell Scott Norman",168,63,32
"Swimming","Marie Laura Meza Peraza",163,55,25
"Athletics","Nery Antonio Brenes Crdenas",175,70,30
"Judo","Miguel Murillo Salazar",173,73,22
"Athletics","Nery Antonio Brenes Crdenas",175,70,30
"Cycling","Andrey Amador Bikkazakova",183,73,29
"Water Polo","Josip Pavi",195,90,34
"Handball","Ivan upi",178,78,30
"Wrestling","Boo Starevi",172,78,27
"Sailing","Petar Cupa",182,77,36
"Athletics","Marija Vraji",169,51,39
"Handball","Luka Stepani",203,98,25
"Handball","Ilija Brozovi",196,109,25
"Cycling","Matija Kvasina",180,72,34
"Shooting","Josip Glasnovi",178,82,33
"Water Polo","Sandro Sukno",200,93,26
"Athletics","Andrea Ivanevi",168,62,21
"Tennis","Ana Konjuh",174,65,18
"Athletics","Ana imi",178,58,26
"Table Tennis","Andrej Gaina",185,85,30
"Athletics","Blanka Vlai",193,71,32
"Shooting","Giovanni Cernogoraz",186,90,33
"Shooting","Tanja Perec",166,85,24
"Boxing","Filip Hrgovi",198,101,24
"Rowing","Damir Martin",189,97,28
"Alpine Skiing","Ivica Kosteli",182,88,34
"Water Polo","Antonio Petkovi",190,90,30
"Snowboarding","Morena Makar",158,49,29
"Cross Country Skiing","Edi Dadi",183,79,20
"Water Polo","Marko Macan",196,109,23
"Cross Country Skiing","Edi Dadi",183,79,20
"Gymnastics","Filip Ude",170,68,30
"Basketball","eljko aki",203,105,28
"Handball","Igor Karai",191,91,27
"Athletics","Stipe uni",193,134,25
"Swimming","Matea Samardi",177,61,21
"Water Polo","Luka Buki",195,90,22
"Cross Country Skiing","Edi Dadi",183,79,20
"Basketball","Bojan Bogdanovi",200,103,27
"Rowing","Martin Sinkovi",188,95,26
"Handball","Ivan Pei",194,112,27
"Alpine Skiing","Sofija Novoseli",166,69,24
"Basketball","Roko-Leni Uki",195,88,31
"Alpine Skiing","Andrea Komi",172,65,17
"Alpine Skiing","Andrea Komi",172,65,17
"Handball","Marko Mami",202,109,22
"Sailing","Ivan Kljakovi-Gapi",189,95,32
"Alpine Skiing","Sebastian Brigovi",181,81,21
"Tennis","Marin Draganja",185,80,25
"Cross Country Skiing","Edi Dadi",183,79,20
"Athletics","Sandra Perkovi",183,85,26
"Shooting","Petar Gora",180,82,28
"Handball","Ivan Stevanovi",193,105,34
"Sailing","Tina Miheli",176,66,27
"Athletics","Ivan Horvat",183,73,22
"Swimming","Mario Todorovi",186,80,27
"Athletics","Filip Mihaljevi",201,115,22
"Handball","Zlatko Horvat",179,86,31
"Rowing","Valent Sinkovi",187,93,28
"Alpine Skiing","Matej Vidovi",193,92,20
"Basketball","Dario ari",207,110,22
"Water Polo","Xavier Garca Gadea",198,92,32
"Alpine Skiing","Sofija Novoseli",166,69,24
"Water Polo","Anelo etka",186,87,30
"Handball","Marko Kopljar",210,112,30
"Handball","Manuel trlek",182,82,27
"Basketball","Darko Planini",211,120,25
"Handball","Jakov Gojun",203,112,30
"Swimming","Matea Samardi",177,61,21
"Water Polo","Luka Lonar",195,106,29
"Athletics","Matea Matoevi",173,52,27
"Diving","Marcela Mari",158,55,19
"Alpine Skiing","Filip Zubi",180,85,21
"Shooting","Valentina Gustin",172,61,19
"Shooting","Petar Gora",180,82,28
"Shooting","Petar Gora",180,82,28
"Weightlifting","Amar Musi",170,85,29
"Alpine Skiing","Ivica Kosteli",182,88,34
"Swimming","Matea Samardi",177,61,21
"Alpine Skiing","Natko Zrni-Dim",175,80,27
"Handball","Ivan Slikovi",197,100,24
"Basketball","Mario Hezonja",203,100,21
"Judo","Barbara Mati",171,70,21
"Taekwondo","Filip Grgi",173,68,26
"Taekwondo","Lucija Zaninovi",170,52,29
"Alpine Skiing","Ivica Kosteli",182,88,34
"Sailing","ime Fantela",183,67,30
"Cross Country Skiing","Vedrana Malec",171,61,23
"Basketball","Rok Stipevi",186,85,30
"Handball","Kreimir Kozina",197,105,26
"Gymnastics","Ana erek",164,58,17
"Alpine Skiing","Natko Zrni-Dim",175,80,27
"Sailing","Luka Mratovi",190,78,29
"Shooting","Snjeana Peji",170,75,34
"Alpine Skiing","Ivica Kosteli",182,88,34
"Shooting","Snjeana Peji",170,75,34
"Gymnastics","Ana erek",164,58,17
"Athletics","Sara Kolak",170,74,21
"Alpine Skiing","Natko Zrni-Dim",175,80,27
"Sailing","Igor Mareni",173,70,30
"Cross Country Skiing","Vedrana Malec",171,61,23
"Gymnastics","Ana erek",164,58,17
"Alpine Skiing","Dalibor amal",183,86,28
"Sailing","Pavle Kostov",180,82,28
"Water Polo","Maro Jokovi",203,95,28
"Cross Country Skiing","Vedrana Malec",171,61,23
"Cross Country Skiing","Vedrana Malec",171,61,23
"Tennis","Borna ori",185,75,19
"Basketball","Krunoslav Simon",197,100,31
"Basketball","Luka Babi",202,94,24
"Cycling","Kristijan urasek",170,57,29
"Taekwondo","Ana Zaninovi",172,55,29
"Handball","Domagoj Duvnjak",198,100,28
"Boxing","Hrvoje Sep",175,81,30
"Shooting","Marija Marovi",175,72,32
"Sailing","Toni Stipanovi",178,81,30
"Basketball","Miro Bilan",213,121,27
"Alpine Skiing","Natko Zrni-Dim",175,80,27
"Tennis","Marin ili",198,82,27
"Tennis","Marin ili",198,82,27
"Water Polo","Damir Buri",205,115,35
"Water Polo","Andro Bulje",200,115,30
"Water Polo","Ivan Krapi",194,103,27
"Water Polo","Marko Bija",201,85,25
"Gymnastics","Marcia Theresa Vidiaux Jimnez",143,41,17
"Athletics","Daisurami Bonne Rousseau",171,60,28
"Boxing","Yosbany Veita Soto",160,49,24
"Volleyball","Yosvani Gonzlez Nicols",196,85,28
"Athletics","Lisneidy Ins Veita Crdova",168,58,22
"Athletics","Lisneidy Ins Veita Crdova",168,58,22
"Cycling","Arlenis Sierra Caadilla",162,57,23
"Gymnastics","Marcia Theresa Vidiaux Jimnez",143,41,17
"Athletics","Csar Yuniel Ruz Speck",184,77,21
"Volleyball","Mario Lus Rivera Snchez",180,92,33
"Canoeing","Serguey Torres Madrigal",175,74,29
"Boxing","Lzaro Jorge lvarez Estrada",173,60,25
"Shooting","Reinier Estpinan Gmez",170,72,33
"Athletics","Gilda Isabelis Casanova Aguilera",165,54,20
"Shooting","Reinier Estpinan Gmez",170,72,33
"Canoeing","Reinier Torres Riveaux",182,85,26
"Volleyball","Javier Octavio Concepcin Rojas",200,84,18
"Gymnastics","Marcia Theresa Vidiaux Jimnez",143,41,17
"Beach Volleyball","Sergio Reynaldo Gonzlez Bayard",192,89,26
"Judo","Alex Maxwell Garca Mendoza",186,110,23
"Shooting","Eglis Yaima Cruz Farfn",159,63,36
"Athletics","Roxana Gmez Caldern",169,49,17
"Canoeing","Jorge Antonio Garca Rodrguez",180,78,28
"Boxing","Yasnier Toledo Lpez",175,60,26
"Athletics","Jhoanis Carlos Portilla Cardenas",182,76,26
"Archery","Adrian Andrs Puentes Prez",171,76,28
"Cycling","Marlies Mejias Garca",168,60,23
"Boxing","Joahnys Oscar Argilagos Prez",152,49,19
"Judo","Dayaris Rosa Mestre lvarez",150,48,29
"Judo","Magdiel Estrada Cala",176,73,21
"Shooting","Reinier Estpinan Gmez",170,72,33
"Wrestling","Livn Lpez Azcuy",170,74,34
"Table Tennis","Andy Mariano Pereira Diez",166,73,26
"Volleyball","Miguel ngel Lpez Castro",189,75,19
"Table Tennis","Jorge Moiss Campos Valds",184,77,24
"Shooting","Eglis Yaima Cruz Farfn",159,63,36
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Athletics","Jos Lus Gaspar Hernndez",188,72,20
"Boxing","Arlen Lpez Cardona",178,75,23
"Athletics","Sahily Diago Mesa",169,49,20
"Judo","Idalys Ortz Bocourt",180,95,26
"Wrestling","Mijan Lpez Nez",198,130,33
"Rowing","Eduardo Rubio Rodrguez",187,88,29
"Volleyball","Osniel Lzaro Melgarejo Hernndez",195,83,18
"Judo","Jos Alexis Armenteros Surez",189,100,23
"Badminton","Osleini Guerrero Velasco",189,88,26
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Judo","Ivn Felipe Silva Morales",180,81,20
"Athletics","Yaime Prez Tellez",175,74,25
"Athletics","Osmaidel Pellicier Lescay",188,88,24
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Athletics","Adrin Chacn Muoz",187,90,27
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Athletics","Yirisleydi Lisbet Ford Carnonell",168,66,24
"Volleyball","Osniel Cecilio Rendn Gonzlez",202,90,19
"Boxing","Julio Csar La Cruz Peraza",182,81,26
"Athletics","Leonel Surez Fajardo",181,68,28
"Rowing","ngel Fournier Rodrguez",198,108,28
"Modern Pentathlon","Jos Ricardo Figueroa",184,64,25
"Wrestling","Miguel Martnez Palacios",170,66,25
"Volleyball","Javier Ernesto Jimnez Scull",198,89,26
"Athletics","Arialis Josefa Gandulla Martnez",170,75,21
"Weightlifting","Yoelmis Hernndez Paumier",168,85,30
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Wrestling","Javier Cortina Lacerra",185,97,29
"Gymnastics","Marcia Theresa Vidiaux Jimnez",143,41,17
"Canoeing","Yusmari Mengana Rodrguez",170,65,22
"Canoeing","Fidel Antonio Vargas Duany",186,91,24
"Athletics","Yorgelis Rodrguez Garca",173,62,21
"Wrestling","Yasmany Daniel Lugo Cabrera",190,98,26
"Wrestling","Reineris Salas Prez",180,86,29
"Volleyball","Livn Osoria Rodrguez",201,96,22
"Canoeing","Fernando Dayn Jorge Enrquez",173,70,17
"Shooting","Dianelys Prez Medina",149,59,28
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Wrestling","Yowlys Bonne Rodrguez",152,57,32
"Canoeing","Yusmari Mengana Rodrguez",170,65,22
"Athletics","Denia Caballero Ponce",175,70,26
"Shooting","Jorge Grau Potrille",186,78,29
"Swimming","Lus Emigdio Vega Torres",179,69,17
"Volleyball","Darienn Ferrer Dels",202,90,33
"Judo","Yalennis Castillo Ramrez",174,78,30
"Swimming","Elisbet Gmez Matos",163,57,19
"Gymnastics","Marcia Theresa Vidiaux Jimnez",143,41,17
"Athletics","Liadagmis Povea Rodrguez",166,52,20
"Athletics","Jorge Yadin Fernndez Hernndez",190,100,28
"Athletics","Maykel Demetrio Mass Bavastro",174,61,17
"Athletics","Yarisley Silva Rodrguez",161,61,29
"Gymnastics","Manrique Larduet Bicet",160,63,20
"Rowing","Yislena Hernndez Guzmn",167,57,26
"Athletics","Yoandys Alberto Lescay Prado",181,77,22
"Wrestling","Yurisandy Hernndez Ros",172,75,26
"Athletics","Yordan Luis O'Farril Olivera",183,72,23
"Athletics","Yulenmis Aguilar Martnez",165,66,20
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Beach Volleyball","Nivaldo Nadhir Daz Gmez",200,81,22
"Athletics","Roberto Janet Durruty",187,106,29
"Athletics","Reynier Mea Berenguer",174,79,19
"Boxing","Roniel Iglesias Sotolongo",177,64,27
"Volleyball","Adrin Eduardo Goide Arredondo",191,80,18
"Rowing","Liosbel Lzaro Hernndez Lazaga",190,70,32
"Athletics","Yoandys Alberto Lescay Prado",181,77,22
"Wrestling","Ismael Borrero Molina",160,59,24
"Shooting","Alexander Molerio Quintana",169,75,24
"Wrestling","Alejandro Enrique Valds Tobier",165,65,27
"Rowing","Adrin Oquendo Ibez",189,87,26
"Athletics","Williams Collazo Gutirrez",172,71,29
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Athletics","Yaniel Carrero Zambrano",174,74,20
"Athletics","Zurian Hechavarra Martn",164,58,20
"Modern Pentathlon","Leydi Laura Moya Lpez",170,68,24
"Athletics","Richer Prez Cobas",163,58,30
"Boxing","Leinier Eunice Per Justiz",192,94,23
"Athletics","Yordanis Garca Barrisonte",195,84,27
"Shooting","Jorge Grau Potrille",186,78,29
"Shooting","Dianelys Prez Medina",149,59,28
"Athletics","Dailn Belmonte Torres",158,52,30
"Athletics","Saily Viart Despaigne",170,94,20
"Taekwondo","Rafael Yunier Alba Castillo",202,87,22
"Athletics","Reynier Mea Berenguer",174,79,19
"Athletics","Yaniuvis Lpez Sago",180,71,30
"Cycling","Lisandra Guerra Rodriguez",167,69,28
"Boxing","Robeisy Eloy Ramrez Carrazana",165,56,22
"Rowing","Licet Hernndez Licea",168,57,23
"Weightlifting","Marina de la Caridad Rodrguez Mitjan",155,63,21
"Shooting","Alexander Molerio Quintana",169,75,24
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Judo","Maricet Espinosa Gonzlez",163,63,26
"Shooting","Leuris Pupo Requejo",168,78,39
"Athletics","Roberto Skyers Prez",183,83,24
"Shooting","Juan Miguel Rodrguez Martnez",183,86,49
"Volleyball","Yonder Romn Garca lvarez",183,78,23
"Athletics","Rose Mary Almanza Blanco",165,53,24
"Rowing","Ral Hernndez Hidalgo",190,71,23
"Boxing","Erislandy Savn Cotilla",192,91,26
"Fencing","Yoandry Iriarte Glvez",177,79,30
"Athletics","Lzaro Martnez Santrayu",192,83,18
"Athletics","Ernesto Rev Serrano",182,79,24
"Athletics","Roberto Skyers Prez",183,83,24
"Judo","Asley Gonzlez Montero",179,90,26
"Cycling","Lisandra Guerra Rodriguez",167,69,28
"Gymnastics","Randy Jos Ler Bell",173,72,20
"Gymnastics","Marios Georgiou",167,63,18
"Gymnastics","Marios Georgiou",167,63,18
"Gymnastics","Marios Georgiou",167,63,18
"Gymnastics","Marios Georgiou",167,63,18
"Cycling","Antri Christoforou",166,53,24
"Gymnastics","Marios Georgiou",167,63,18
"Gymnastics","Marios Georgiou",167,63,18
"Athletics","Kyriakos Ioannou",196,74,32
"Sailing","Andreas Pheobus Kariolou",181,74,33
"Athletics","Leontia Kallenou",180,64,21
"Athletics","Apostolos Parellis",186,110,31
"Alpine Skiing","Konstantinos Papamichael",165,61,20
"Athletics","Dimitrios Chondrokoukis",194,74,28
"Shooting","Andreas Chasikos",175,70,32
"Swimming","Iacovos Hadjiconstantinou",194,80,21
"Alpine Skiing","Konstantinos Papamichael",165,61,20
"Sailing","Pavlos Kontides",183,82,26
"Athletics","Anna Ramona Papaioannou",172,60,27
"Athletics","Milan Trajkovic",187,82,24
"Swimming","Sotiria Neofytou",165,60,18
"Athletics","Anna Ramona Papaioannou",172,60,27
"Athletics","Eleni Artymata",177,62,30
"Shooting","Antri Eleftheriou",162,50,32
"Gymnastics","David Jessen",175,68,19
"Tennis","Luk Rosol",196,81,31
"Tennis","Radek tpnek",186,79,37
"Synchronized Swimming","Soa Bernardov",167,54,40
"Cross Country Skiing","Ji Magl",174,65,36
"Ice Hockey","Petr Nedvd",192,93,42
"Biathlon","Michal Krm",176,69,23
"Snowboarding","Eva Samkov",171,68,20
"Ski Jumping","Roman Koudelka",170,56,24
"Gymnastics","David Jessen",175,68,19
"Swimming","Simona Baumrtov",176,68,24
"Gymnastics","David Jessen",175,68,19
"Cross Country Skiing","Ji Magl",174,65,36
"Swimming","Simona Baumrtov",176,68,24
"Nordic Combined","Pavel Churav",179,69,36
"Athletics","Jakub Vadlejch",191,93,25
"Ski Jumping","Roman Koudelka",170,56,24
"Tennis","Lucie afov",177,65,29
"Athletics","Tom Stank",190,125,25
"Speed Skating","Martina Sblkov",171,53,26
"Ice Hockey","Marek idlick",180,85,37
"Ski Jumping","Roman Koudelka",170,56,24
"Canoeing","Marek indler",186,74,24
"Canoeing","Filip vb",173,78,33
"Bobsleigh","Dominik Such",185,98,26
"Gymnastics","David Jessen",175,68,19
"Cross Country Skiing","Ale Razm",182,76,27
"Table Tennis","Dmitrij Prokopcov",185,78,36
"Cross Country Skiing","Karolna Grohov",170,66,23
"Swimming","Simona Baumrtov",176,68,24
"Biathlon","Jaroslav Soukup",183,66,31
"Cross Country Skiing","Karolna Grohov",170,66,23
"Swimming","Simona Baumrtov",176,68,24
"Sailing","Viktor Tepl",183,82,25
"Canoeing","Daniel Havel",178,79,24
"Judo","Luk Krplek",197,105,25
"Athletics","Jakub Holua",183,72,28
"Cross Country Skiing","Klra Moravcov",169,57,30
"Ice Hockey","Jakub Kov",184,91,25
"Tennis","Lucie afov",177,65,29
"Sailing","Veronika Kozelsk-Fenclov",171,70,35
"Bobsleigh","Jan Vrba",186,90,32
"Nordic Combined","Pavel Churav",179,69,36
"Cross Country Skiing","Ale Razm",182,76,27
"Biathlon","Ondej Moravec",181,72,29
"Nordic Combined","Tom Slavk",179,68,32
"Tennis","Radek tpnek",186,79,37
"Biathlon","Veronika Vtkov",166,56,25
"Nordic Combined","Pavel Churav",179,69,36
"Luge","Antonn Bro",174,78,26
"Bobsleigh","Michal Vacek",190,96,26
"Canoeing","Jon Kapar",182,82,24
"Freestyle Skiing","Nikol Kuerov",164,63,24
"Biathlon","Jitka Landov",170,57,23
"Biathlon","Jaroslav Soukup",183,66,31
"Cross Country Skiing","Ale Razm",182,76,27
"Ice Hockey","Patrik Eli",185,88,37
"Swimming","Jana Pechanov",170,62,35
"Beach Volleyball","Barbora Hermannov",180,79,25
"Luge","Ondej Hyman",189,85,27
"Cycling","Leopold Knig",178,62,28
"Alpine Skiing","rka Zhrobsk-Strachov",174,66,28
"Freestyle Skiing","Tom Kraus",183,86,39
"Canoeing","Filip Dvok",189,89,28
"Badminton","Petr Koukal",192,92,30
"Luge","Antonn Bro",174,78,26
"Modern Pentathlon","David Svoboda",183,76,31
"Luge","Luk Bro",186,92,28
"Athletics","Radek Juka",194,84,23
"Biathlon","Jaroslav Soukup",183,66,31
"Cross Country Skiing","Eva Vrabcov-Nvltov",162,48,28
"Weightlifting","Ji Orsg",181,125,27
"Rowing","Ondej Vetenk",181,72,32
"Cycling","Zdenk tybar",183,72,30
"Swimming","Martina Moravkov",174,64,27
"Biathlon","Jitka Landov",170,57,23
"Swimming","Martina Moravkov",174,64,27
"Alpine Skiing","Krytof Krzl",183,84,27
"Luge","Ondej Hyman",189,85,27
"Bobsleigh","Michal Vacek",190,96,26
"Table Tennis","Iveta Vacenovsk",168,58,30
"Freestyle Skiing","Andrea Zemanov",172,67,21
"Figure Skating","Albta Ukolov",171,56,15
"Canoeing","Daniel Havel",178,79,24
"Cross Country Skiing","Petra Novkov",164,56,20
"Canoeing","Jaroslav Rado",185,85,29
"Cross Country Skiing","Luk Bauer",181,73,36
"Athletics","Kateina Cachov",171,63,26
"Gymnastics","David Jessen",175,68,19
"Bobsleigh","Jan Vrba",186,90,32
"Athletics","Elika Kluinov",178,70,28
"Alpine Skiing","Kateina Paulthov",171,65,20
"Luge","Luk Bro",186,92,28
"Cycling","Leopold Knig",178,62,28
"Ice Hockey","Roman ervenka",181,86,28
"Golf","Klra Spilkov",168,53,21
"Biathlon","Veronika Vtkov",166,56,25
"Ice Hockey","Michal Barinka",192,102,29
"Ice Hockey","Ji Novotn",189,97,30
"Canoeing","Luk Trefil",187,90,27
"Swimming","Lucie Svcen",175,60,18
"Bobsleigh","Dominik Dvok",192,95,21
"Freestyle Skiing","Marek Skla",184,80,24
"Synchronized Swimming","Albta Dufkov",172,60,26
"Snowboarding","Emil Novk",173,78,24
"Canoeing","Jan trba",183,85,35
"Nordic Combined","Miroslav Dvok",180,66,26
"Ice Hockey","David Kreji",183,80,27
"Shooting","David Kosteleck",190,93,41
"Athletics","Kateina afrnkov",193,103,27
"Cross Country Skiing","Petr Novk",179,72,31
"Biathlon","Veronika Vtkov",166,56,25
"Cycling","Petr Vako",180,70,24
"Biathlon","Veronika Vtkov",166,56,25
"Alpine Skiing","Krytof Krzl",183,84,27
"Beach Volleyball","Markta Slukov",181,69,28
"Nordic Combined","Tom Slavk",179,68,32
"Cross Country Skiing","Petra Novkov",164,56,20
"Alpine Skiing","rka Zhrobsk-Strachov",174,66,28
"Biathlon","Jitka Landov",170,57,23
"Ice Hockey","Ondej Palt",181,79,22
"Biathlon","Jaroslav Soukup",183,66,31
"Cross Country Skiing","Eva Vrabcov-Nvltov",162,48,28
"Tennis","Andrea Hlavkov",175,60,29
"Short Track Speed Skating","Kateina Novotn",161,57,29
"Nordic Combined","Miroslav Dvok",180,66,26
"Alpine Skiing","Klra Kov",178,70,24
"Nordic Combined","Tom Slavk",179,68,32
"Cycling","Ondej Cink",178,68,25
"Biathlon","Michal Krm",176,69,23
"Swimming","Martina Moravkov",174,64,27
"Nordic Combined","Tom Portyk",178,67,17
"Cross Country Skiing","Petr Novk",179,72,31
"Alpine Skiing","Krytof Krzl",183,84,27
"Alpine Skiing","Klra Kov",178,70,24
"Ice Hockey","Jakub Vorek",190,93,24
"Alpine Skiing","rka Zhrobsk-Strachov",174,66,28
"Ice Hockey","Radko Gudas",183,92,23
"Biathlon","Ondej Moravec",181,72,29
"Swimming","Lucie Svcen",175,60,18
"Nordic Combined","Miroslav Dvok",180,66,26
"Freestyle Skiing","Tereza Vaculkov",163,58,21
"Shooting","Filip Nepejchal",177,70,17
"Snowboarding","Ester Ledeck",173,68,18
"Rowing","Jakub Podrazil",199,100,24
"Canoeing","Josef Dostl",202,115,23
"Speed Skating","Karolna Erbanov",176,70,21
"Cycling","Kateina Hanuov-Nash",164,52,38
"Athletics","Barbora potkov",182,80,35
"Ski Jumping","Antonn Hjek",173,58,26
"Cross Country Skiing","Klra Moravcov",169,57,30
"Swimming","Jan Micka",183,76,21
"Luge","Vendula Kotenov",168,65,19
"Biathlon","Michal lesingr",180,76,31
"Biathlon","Eva Puskarkov",168,57,23
"Ski Jumping","Jakub Janda",179,63,35
"Ski Jumping","Jakub Janda",179,63,35
"Speed Skating","Martina Sblkov",171,53,26
"Canoeing","Ji Prskavec",173,69,23
"Cross Country Skiing","Petra Novkov",164,56,20
"Ice Hockey","Ale Hemsk",183,84,30
"Biathlon","Ondej Moravec",181,72,29
"Biathlon","Jaroslav Soukup",183,66,31
"Cross Country Skiing","Eva Vrabcov-Nvltov",162,48,28
"Triathlon","Vendula Frintov",168,50,32
"Judo","Jaromr Jeek",180,78,29
"Ski Jumping","Luk Hlava",181,63,29
